Name,Category,Location,Lat,Lon,Description,Municipality,Province,Tags,PhotoHint,Image_URL
Wright Park,Nature Park/Family/Relaxation,"Baguio, Benguet",16.41652302,120.6171804,"Located just outside The Mansion, it features a long ""Pool of Pines"" and is the city's primary area for recreational horseback riding.",Baguio,Benguet,nature park|family|relaxation,Wright Park Baguio Benguet Philippines,
Camp John Hay,Nature Park/Family/Relaxation,"Baguio, Benguet",16.40131062,120.6106732,"A former US military rest and recreation facility turned eco-tourism zone, famous for its pine forests, golf course, and ""Bell House.""",Baguio,Benguet,nature park|family|relaxation,Camp John Hay Baguio Benguet Philippines,
Tam-awan Village,Cultural Spot/Family,"Baguio, Benguet",16.42976488,120.5763098,An artist's colony and reconstructed Cordillera village showcasing traditional Ifugao and Kalinga huts alongside local art galleries.,Baguio,Benguet,cultural spot|family,Tam-awan Village Baguio Benguet Philippines,
La Trinidad Strawberry Farm,Nature Park/Family/Relaxation,"La Trinidad, Benguet",16.45852041,120.5877973,An agricultural valley where visitors can experience picking fresh strawberries and taste unique strawberry-flavored local treats.,La Trinidad,Benguet,nature park|family|relaxation,La Trinidad Strawberry Farm La Trinidad Benguet Philippines,
Valley of Colors,Tourist Attraction/Family,"La Trinidad, Benguet",16.434015,120.5970637,A massive community art installation consisting of colorful murals painted across dozens of houses on the hillside of Stobosa.,La Trinidad,Benguet,tourist attraction|family,Valley of Colors La Trinidad Benguet Philippines,
Diplomat Hotel,Historical Site/Romantic/Family,"Baguio, Benguet",16.40407445,120.5866321,"A hauntingly beautiful ruin of a former seminary and hotel on Dominican Hill, known for its history and panoramic views of the city.",Baguio,Benguet,historical site|romantic|family,Diplomat Hotel Baguio Benguet Philippines,
Good Shepherd Convent,Tourist Attraction/Family,"Baguio, Benguet",16.50608325,120.6420789,"Famous for its charitable mission and high-quality local products, particularly its signature Ube Jam and Strawberry preserves.",Baguio,Benguet,tourist attraction|family,Good Shepherd Convent Baguio Benguet Philippines,
Bell Church,Religious Site/Romantic/Relaxation,"La Trinidad, Benguet",16.43176676,120.5988472,"A colorful Taoist temple complex featuring intricate Chinese architecture, dragon sculptures, and serene gardens near the Baguio border.",La Trinidad,Benguet,religious site|romantic|relaxation,Bell Church La Trinidad Benguet Philippines,
Northern Blossom Flower Farm,Nature Park/Romantic/Family/Relaxation,"Atok, Benguet",16.62558291,120.7688798,"A hillside flower farm famous for its varieties of cabbage roses and other blooms, offering a stunning view of Mt. Pulag and Mt. Tabayoc.",Atok,Benguet,nature park|romantic|family|relaxation,Northern Blossom Flower Farm Atok Benguet Philippines,
Mt. Yangbew,Nature Park/Family/Relaxation,"La Trinidad, Benguet",16.4542771,120.6070735,"Also known as ""Little Mt. Pulag,"" it offers an easy trek to a wide grassy summit with 360-degree views and frequent horseback sightings",La Trinidad,Benguet,nature park|family|relaxation,Mt. Yangbew La Trinidad Benguet Philippines,
Mt. Kalugong Cultural Park,Nature Park/Family/Relaxation,"La Trinidad, Benguet",16.46067289,120.5961452,"Named for its hat-shaped rock formation, this park features a limestone forest, a traditional village, and a cozy cliffside cafe.",La Trinidad,Benguet,nature park|family|relaxation,Mt. Kalugong Cultural Park La Trinidad Benguet Philippines,
Lumiang Burial Cave,Historical Site/Family,"Sagada, Mt. Province",17.06911257,120.9035852,"A sacred site containing hundreds of stacked wooden coffins, some dating back over 500 years, reflecting ancient Igorot burial traditions.",Sagada,Mt. Province,historical site|family,Lumiang Burial Cave Sagada Mt. Province Philippines,
Bomod-ok Falls,Waterfall/Family/Relaxation,"Sagada, Mt. Province",17.13308591,120.9011601,"Also called the ""Big Falls,"" it features a 200-foot drop into a wide, freezing cold pool, accessible via a trek through the Fidelisan Rice Terraces.",Sagada,Mt. Province,waterfall|family|relaxation,Bomod-ok Falls Sagada Mt. Province Philippines,
Marlboro Hills,Viewpoint/Romantic/Relaxation,"Sagada, Mt. Province",17.07082007,120.9253972,"A high-altitude ridge known for the ""sea of clouds"" at sunrise and a grassy plateau where wild horses are sometimes seen.",Sagada,Mt. Province,viewpoint|romantic|relaxation,Marlboro Hills Sagada Mt. Province Philippines,
Kiltepan Viewpoint,Viewpoint/Romantic/Relaxation,"Sagada, Mt. Province",17.09407697,120.9135092,"The most famous sunrise spot in Sagada, offering a spectacular view of the clouds rolling over the Kiltepan rice terraces.",Sagada,Mt. Province,viewpoint|romantic|relaxation,Kiltepan Viewpoint Sagada Mt. Province Philippines,
Blue Soil Hills,Nature Park/Family/Relaxation,"Sagada, Mt. Province",17.05349854,120.922367,"A unique geological site where the soil has a distinct bluish-green hue due to high copper sulfate content, surrounded by pine trees.",Sagada,Mt. Province,nature park|family|relaxation,Blue Soil Hills Sagada Mt. Province Philippines,
Lake Danum,Nature Park/Romantic/Family/Relaxation,"Sagada, Mt. Province",17.09425582,120.8843777,"A tranquil mountain lake surrounded by pine forests, serving as a popular spot for sunset viewing and lakeside picnics",Sagada,Mt. Province,nature park|romantic|family|relaxation,Lake Danum Sagada Mt. Province Philippines,
Hapao Rice Terraces,Agricultural/Cultural Site/Relaxation,"Hungduan, Ifugao",16.8987176,121.0269623,A UNESCO World Heritage site known for its unique stone-walled terraces and the refreshing Bogyah Hot Spring at the end of the trail,Hungduan,Ifugao,agricultural|cultural site|relaxation,Hapao Rice Terraces Hungduan Ifugao Philippines,
Mayoyao Rice Terraces,Agricultural/Cultural Site,"Mayoyao, Ifugao",16.97230257,121.2277949,"More rugged and vast than other terraces, these stone-walled wonders represent the exceptional engineering of the Ifugao people.",Mayoyao,Ifugao,agricultural|cultural site,Mayoyao Rice Terraces Mayoyao Ifugao Philippines,
Bangaan Rice Terraces,Agricultural/Cultural Site/Romantic,"Banaue, Ifugao",16.91069727,121.1265607,A picturesque and accessible terrace cluster that perfectly frames a traditional Ifugao village in the center of the valley.,Banaue,Ifugao,agricultural|cultural site|romantic,Bangaan Rice Terraces Banaue Ifugao Philippines,
Nagacadan Rice Terraces,Agricultural/Cultural Site,"Kiangan, Ifugao",16.78122937,121.0644694,A UNESCO site featuring a split-level terrace system that follows the natural contour of the mountains in the historic town of Kiangan.,Kiangan,Ifugao,agricultural|cultural site,Nagacadan Rice Terraces Kiangan Ifugao Philippines,
Kiangan War Memorial Shrine,Historical Site/Family,"Kiangan, Ifugao",16.7794815,121.081456,"A monument shaped like an Ifugao hut commemorating the end of WWII in the Philippines, where General Yamashita surrendered.",Kiangan,Ifugao,historical site|family,Kiangan War Memorial Shrine Kiangan Ifugao Philippines,
Chico River White Water Rafting,Tourist Attraction/Family,"Tabuk, Kalinga",17.47676419,121.237006,"An adrenaline-pumping experience along the ""River of Life,"" featuring Class III to IV rapids amidst spectacular canyon views.",Tabuk,Kalinga,tourist attraction|family,Chico River White Water Rafting Tabuk Kalinga Philippines,
Mini Palawan,Tourist Attraction/Family,"Tabuk, Kalinga",17.38734441,121.2630917,A spectacural canyon views of the winding Chico River.,Tabuk,Kalinga,tourist attraction|family,Mini Palawan Tabuk Kalinga Philippines,
Balbalasang-Balbalan National Park,Nature Park/Family/Relaxation,"Balbalan, Kalinga",17.38627384,121.0104875,"Known as the ""Green Heart of the Cordillera,"" it is one of the most biodiverse protected areas in the region with pristine pine forests.",Balbalan,Kalinga,nature park|family|relaxation,Balbalasang-Balbalan National Park Balbalan Kalinga Philippines,
Mount Binuluan,Nature Park/Family/Relaxation,"Lubuagan, Kalinga",17.31114585,121.0994393,"A majestic mountain known for its active fumaroles and hot springs, considered sacred by the local Kalinga tribes.",Lubuagan,Kalinga,nature park|family|relaxation,Mount Binuluan Lubuagan Kalinga Philippines,
Kaparkan Falls,Waterfall/Family/Relaxation,"Tineg, Abra",17.78028859,120.7807517,A stunning multi-tiered travertine waterfall that resembles a series of limestone pools cascading down the mountain.,Tineg,Abra,waterfall|family|relaxation,Kaparkan Falls Tineg Abra Philippines,
Piit Falls,Waterfall/Family/Relaxation,"Villaviciosa, Abra",14.41294754,121.4842014,"A secluded waterfall hidden in a deep ravine, featuring clear emerald waters and a peaceful, untouched environment.",Villaviciosa,Abra,waterfall|family|relaxation,Piit Falls Villaviciosa Abra Philippines,
Lusuac Spring,Nature Park/Family/Relaxation,"Lagayan, Abra",17.72529669,120.7065145,A crystal-clear natural spring and swimming hole surrounded by massive trees and limestone formations.,Lagayan,Abra,nature park|family|relaxation,Lusuac Spring Lagayan Abra Philippines,
Apao Rolling Hills,Nature Park/Family/Relaxation,"Tineg, Abra",17.71734412,120.8306843,"A vast expanse of verdant hills that offer a landscape similar to Batanes, located in the remote highlands of Tineg.",Tineg,Abra,nature park|family|relaxation,Apao Rolling Hills Tineg Abra Philippines,
Don Mariano Marcos Bridge,Landmark/Romantic,"Tayum, Abra",17.62339879,120.7159465,A long steel bridge that provides a scenic view of the Abra River and serves as a vital gateway to the province.,Tayum,Abra,landmark|romantic,Don Mariano Marcos Bridge Tayum Abra Philippines,
Gabriela Silang Monument,Historical Site/Family/Relaxation,"Pidigan, Abra",17.57071108,120.5900452,"A shrine dedicated to the ""Joan of Arc of Ilocandia,"" who was born in Abra and led the revolt against Spanish rule.",Pidigan,Abra,historical site|family|relaxation,Gabriela Silang Monument Pidigan Abra Philippines,
Tangadan Tunnel,Landmark,"San Quintin, Abra",17.49492847,120.5081293,A 40-meter man-made tunnel through the mountain that serves as the iconic welcome landmark for visitors entering Abra.,San Quintin,Abra,landmark,Tangadan Tunnel San Quintin Abra Philippines,
Dupag Rock Formation,Tourist Attraction/Family,"Luna, Apayao",18.3458029,121.2794401,A jagged cluster of towering limestone rocks and boulders that create a natural fortress-like landscape.,Luna,Apayao,tourist attraction|family,Dupag Rock Formation Luna Apayao Philippines,
Bayugao Falls,Waterfall/Family/Relaxation,"Luna, Apayao",18.3191152,121.3214367,"A six-tiered waterfall system with multiple natural pools, perfect for swimming and surrounded by a dense forest.",Luna,Apayao,waterfall|family|relaxation,Bayugao Falls Luna Apayao Philippines,
Maton River,Viewpoint/Romantic/Relaxation,"Pudtol, Apayao",18.17779883,121.3524293,"A clean and shallow river with large rock formations, popular among locals for picnics and refreshing river dips.",Pudtol,Apayao,viewpoint|romantic|relaxation,Maton River Pudtol Apayao Philippines,
Apayao River,Viewpoint/Romantic/Relaxation,"Kabugao, Apayao",18.24037315,121.1986865,"The province's primary waterway, known for its pristine waters, limestone cliffs, and scenic boat ride opportunities.",Kabugao,Apayao,viewpoint|romantic|relaxation,Apayao River Kabugao Apayao Philippines,
Mount Kalawit,Viewpoint/Romantic/Relaxation,"Sabangan, Mt. Province",17.0541256,121.0449875,A high peak in Mt. Province that offers a panoramic view of the Cordillera range and the surrounding river systems.,Sabangan,Mt. Province,viewpoint|romantic|relaxation,Mount Kalawit Sabangan Mt. Province Philippines,
Bontoc Museum,Museum/Family,Tourist Attraction,17.08998859,120.9756473,"Founded by Belgian sisters, it houses an extensive collection of traditional tools, clothing, and photos of Cordillera tribes.",Tourist Attraction,Tourist Attraction,museum|family,Bontoc Museum Tourist Attraction Tourist Attraction Philippines,
Maligcong Rice Terraces,Agricultural/Cultural Site,"Bontoc, Mt. Province",17.13069157,120.9813166,"Famous for the stone-walled terraces and the view from Mt. Kupapey, which shows the terraces blanketed in morning fog.",Bontoc,Mt. Province,agricultural|cultural site,Maligcong Rice Terraces Bontoc Mt. Province Philippines,
Mainit Hot Springs,Tourist Attraction/Family,"Bontoc, Mt. Province",17.15428774,120.9529781,"Natural hot springs located in the village of Mainit, known for their high temperature and therapeutic sulfuric waters.",Bontoc,Mt. Province,tourist attraction|family,Mainit Hot Springs Bontoc Mt. Province Philippines,
Gueday Stone Calendars,Historical Site/Family,"Besao, Mt. Province",17.12257491,120.8678967,Ancient rock formations used by ancestors to determine the agricultural cycle based on the alignment of the sun.,Besao,Mt. Province,historical site|family,Gueday Stone Calendars Besao Mt. Province Philippines,
Aguid Rice Terraces,Agricultural/Cultural Site,"Sagada, Mt. Province",17.13112285,120.8943341,"A beautiful set of terraces located near Bomod-ok Falls, showcasing the agricultural mastery of the northern Sagada people.",Sagada,Mt. Province,agricultural|cultural site,Aguid Rice Terraces Sagada Mt. Province Philippines,
Mt. Binuluan Fumaroles,Nature Park/Family/Relaxation,"Pasil, Kalinga",17.31204722,121.100126,"Active volcanic steam vents located on the slopes of Mt. Binuluan, creating a unique and rugged geothermal landscape.",Pasil,Kalinga,nature park|family|relaxation,Mt. Binuluan Fumaroles Pasil Kalinga Philippines,
Abra River Viewpoint,Viewpoint/Romantic/Relaxation,"Luba, Abra",17.51619782,120.4003437,A high vantage point overlooking the winding Abra River as it cuts through the massive mountain canyons of Luba.,Luba,Abra,viewpoint|romantic|relaxation,Abra River Viewpoint Luba Abra Philippines,
Calm Springs,Restaurant/Nature Park/Romantic/Family/Relaxation,"Penarrubia, Abra",17.54730888,120.6543938,A restaurant with springs in Penarrubia.,Penarrubia,Abra,restaurant|nature park|romantic|family|relaxation,Calm Springs Penarrubia Abra Philippines,
Kimmul-Ong River,Viewpoint/Romantic/Relaxation,"San Juan, Abra",17.70216898,120.7624746,A clean water river with bamboo boat activities.,San Juan,Abra,viewpoint|romantic|relaxation,Kimmul-Ong River San Juan Abra Philippines,
Sea of Clouds View Deck,Viewpoint/Romantic/Relaxation,"San Juan, Abra",17.71295503,120.7600247,A high elevated location on which you can observe the dreamy sea of clouds.,San Juan,Abra,viewpoint|romantic|relaxation,Sea of Clouds View Deck San Juan Abra Philippines,
Vayang Rolling Hills,Viewpoint/Romantic/Relaxation,"Basco, Batanes",20.46586893,121.9647978,A verdant expanse of hills providing a panoramic view of the West Philippine Sea and the majestic Mt. Iraya.,Basco,Batanes,viewpoint|romantic|relaxation,Vayang Rolling Hills Basco Batanes Philippines,
Mt. Matarem,Nature Park/Family/Relaxation,"Basco, Batanes",20.39304194,121.9429698,"An extinct volcano in Batan Island, offering a challenging hike with views of the entire island and surrounding sea.",Basco,Batanes,nature park|family|relaxation,Mt. Matarem Basco Batanes Philippines,
Ivana Port,Landmark,"Ivana, Batanes",20.36657061,121.9147749,"The main gateway to Sabtang Island, featuring a historic stone pier and crystal-clear turquoise waters.",Ivana,Batanes,landmark,Ivana Port Ivana Batanes Philippines,
Rapang Cliffs,Nature Park/Viewpoint/Romantic/Family/Relaxation,"Itbayat, Batanes",20.75971669,121.8757099,"Dramatic limestone cliffs on the eastern side of Itbayat Island, famous for the stone bell formation and grazing cattle.",Itbayat,Batanes,nature park|viewpoint|romantic|family|relaxation,Rapang Cliffs Itbayat Batanes Philippines,
Torongan Cave,Viewpoint/Cave/Romantic/Relaxation,"Itbayat, Batanes",20.74609138,121.8550901,"An ancient cave that once served as a settlement for Austronesian people, featuring a large opening facing the sea.",Itbayat,Batanes,viewpoint|cave|romantic|relaxation,Torongan Cave Itbayat Batanes Philippines,
Spring of Youth (Rakuh-a-idekan),Nature Park/Family/Relaxation,"Mahatao, Batanes",20.39589451,121.9686267,"A natural cold spring pool carved into the side of a cliff, offering a refreshing swim with a view of Mt. Iraya.",Mahatao,Batanes,nature park|family|relaxation,Spring of Youth (Rakuh-a-idekan) Mahatao Batanes Philippines,
San Jose de Ivana Church,Historical Site/Family/Relaxation,"Ivana, Batanes",20.36635377,121.9153288,"A Spanish-era stone church built in 1787, known for its massive belfry and proximity to the famous Honesty Coffee Shop.",Ivana,Batanes,historical site|family|relaxation,San Jose de Ivana Church Ivana Batanes Philippines,
St. Philomene Church,Historical Site/Family/Relaxation,"Alcala, Cagayan",17.90245889,121.6536642,"Known as the widest church in the Philippines, this red-brick structure is a masterpiece of Spanish colonial architecture.",Alcala,Cagayan,historical site|family|relaxation,St. Philomene Church Alcala Cagayan Philippines,
Baggao Bluewater Falls and Cave,Waterfall/Romantic/Family/Relaxation,"Baggao, Cagayan",18.02562292,121.9979967,A breathtaking nature complex where blue-hued waters flow through limestone caves and over rocky falls.,Baggao,Cagayan,waterfall|romantic|family|relaxation,Baggao Bluewater Falls and Cave Baggao Cagayan Philippines,
Duba Cave,Cave/Nature Park/Family/Relaxation,"Baggao, Cagayan",17.83286963,121.9343354,A massive limestone cave system in Baggao featuring unique stalactite formations and underground streams.,Baggao,Cagayan,cave|nature park|family|relaxation,Duba Cave Baggao Cagayan Philippines,
Fuga Island,Island/Nature Park/Romantic/Family/Relaxation,"Babuyan, Cagayan",18.88396023,121.3663394,"A secluded island in the Babuyan Channel known for its white sand beaches, coral reefs, and tranquil atmosphere.",Babuyan,Cagayan,island|nature park|romantic|family|relaxation,Fuga Island Babuyan Cagayan Philippines,
Dalupiri Island,Island/Nature Park/Romantic/Family/Relaxation,"Babuyan, Cagayan",19.09923122,121.220695,A remote island featuring rugged coastlines and a small community living amidst untouched natural beauty.,Babuyan,Cagayan,island|nature park|romantic|family|relaxation,Dalupiri Island Babuyan Cagayan Philippines,
Smith Volcano (Mt. Babuyan),Nature Park/Viewpoint/Romantic/Family/Relaxation,"Babuyan, Cagayan",19.53871857,121.9073866,A cinder cone volcano on Babuyan Island known for its perfect cone shape and occasional volcanic activity.,Babuyan,Cagayan,nature park|viewpoint|romantic|family|relaxation,Smith Volcano (Mt. Babuyan) Babuyan Cagayan Philippines,
Sentinela Beach,Beach/Romantic/Family/Relaxation,"Claveria, Cagayan",18.62350991,121.0968098,"A wild, untouched beach in Claveria known for its strong waves and views of the Camiguin Norte mountains.",Claveria,Cagayan,beach|romantic|family|relaxation,Sentinela Beach Claveria Cagayan Philippines,
Portabaga Falls,Waterfall/Family/Relaxation,"Santa Praxedes, Cagayan",18.55227007,121.0113916,"A multi-tiered waterfall located right along the highway, featuring clear waters and man-made swimming pools.",Santa Praxedes,Cagayan,waterfall|family|relaxation,Portabaga Falls Santa Praxedes Cagayan Philippines,
Mapurao White Beach,Beach/Romantic/Family/Relaxation,"Santa Ana, Cagayan",18.51716475,122.1600189,"A pristine white sand beach in the northernmost tip of Cagayan, often used as a jump-off point for Palaui Island.",Santa Ana,Cagayan,beach|romantic|family|relaxation,Mapurao White Beach Santa Ana Cagayan Philippines,
Siwangag Cove,Beach/Romantic/Family/Relaxation,"Santa Ana, Cagayan",18.54508556,122.1260288,"Peaceful sandy & pebbled beach with calm, clear water, marine life & a relaxed feel.",Santa Ana,Cagayan,beach|romantic|family|relaxation,Siwangag Cove Santa Ana Cagayan Philippines,
Engano Cove,Beach/Viewpoint/Romantic/Family/Relaxation,"Santa Ana, Cagayan",18.57613931,122.1395093,Picturesque cove with a beach & natural area offering elevated sea views & a historic lighthouse.,Santa Ana,Cagayan,beach|viewpoint|romantic|family|relaxation,Engano Cove Santa Ana Cagayan Philippines,
Tangol Cove,Viewpoint/Romantic/Relaxation,"Santa Ana, Cagayan",18.52489417,122.1523371,A breathtaking view in Palaqui Island overlooking Tangol Twins.,Santa Ana,Cagayan,viewpoint|romantic|relaxation,Tangol Cove Santa Ana Cagayan Philippines,
Aparri Delta (Cagayan River Mouth),Landmark,"Aparri, Cagayan",18.36241366,121.6288906,"The point where the longest river in the Philippines, the Cagayan River, meets the Babuyan Channel.",Aparri,Cagayan,landmark,Aparri Delta (Cagayan River Mouth) Aparri Cagayan Philippines,
San Telmo Church,Historical Site/Family,"Aparri, Cagayan",18.35796075,121.6384829,"A historic church in the port town of Aparri, serving as a beacon of faith for generations of sailors and fishermen.",Aparri,Cagayan,historical site|family,San Telmo Church Aparri Cagayan Philippines,
Tumauini Church (San Matias Parish),Historical Site/Family,"Tumauini, Isabela",17.27534348,121.8071256,"A 17th-century church made of red bricks, famous for its unique cylindrical bell tower and intricate clay carvings.",Tumauini,Isabela,historical site|family,Tumauini Church (San Matias Parish) Tumauini Isabela Philippines,
Aparri Marker,Tourist Attraction/Family,"Aparri, Cagayan",18.3598302,121.6300555,"A marker of Aparri where history, culture, and the sea come together at the edge of Luzon.",Aparri,Cagayan,tourist attraction|family,Aparri Marker Aparri Cagayan Philippines,
Navagan Floating Restaurant,Restaurant/Romantic,"Aparri, Cagayan",18.36062039,121.5636258,A floating restaurant stretching along Navagan River.,Aparri,Cagayan,restaurant|romantic,Navagan Floating Restaurant Aparri Cagayan Philippines,
Echague Church (San Pancracio Parish),Historical Site/Romantic/Family,"Echague, Isabela",16.70636251,121.6748436,A beautiful brick church in Isabela known for its elegant facade and historical significance in the region.,Echague,Isabela,historical site|romantic|family,Echague Church (San Pancracio Parish) Echague Isabela Philippines,
Ilagan Sanctuary (Pinzal Falls),Nature Park/Family/Relaxation,"Ilagan, Isabela",17.16800375,121.969664,"An eco-tourism park featuring Pinzal Falls, a mini-zoo, and various outdoor activities within a protected forest.",Ilagan,Isabela,nature park|family|relaxation,Ilagan Sanctuary (Pinzal Falls) Ilagan Isabela Philippines,
Our Lady of Atocha Church,Historical Site/Family/Relaxation,"Alicia, Isabela",16.77814081,121.6990995,"A Spanish-era church made of clay and bricks, recognized for its distinct architectural style and heritage.",Alicia,Isabela,historical site|family|relaxation,Our Lady of Atocha Church Alicia Isabela Philippines,
Dibacong Whitesand Beach,Beach/Romantic/Family/Relaxation,"Divilacan, Isabela",17.34422234,122.3797804,A powdery whitesand that has clear water and good for swimming and picnic.,Divilacan,Isabela,beach|romantic|family|relaxation,Dibacong Whitesand Beach Divilacan Isabela Philippines,
Dipudo Rock Formation and Beaches,Tourist Attraction/Beach/Romantic/Family/Relaxation,"Divilacan, Isabela",17.34819104,122.3774127,A rock formation in Dipudo with white sand beach.,Divilacan,Isabela,tourist attraction|beach|romantic|family|relaxation,Dipudo Rock Formation and Beaches Divilacan Isabela Philippines,
Honeymoon Island,Nature Park/Island/Romantic/Family/Relaxation,"Divilacan, Isabela",17.34840788,122.3922202,"A secluded islet in Divilacan featuring pristine sand and clear waters, perfect for remote camping and exploration.",Divilacan,Isabela,nature park|island|romantic|family|relaxation,Honeymoon Island Divilacan Isabela Philippines,
San Mariano Crocodile Sanctuary,Nature Park/Family/Relaxation,"San Mariano, Isabela",16.9975928,122.15967,A conservation area dedicated to protecting the rare Philippine Freshwater Crocodile in its natural habitat.,San Mariano,Isabela,nature park|family|relaxation,San Mariano Crocodile Sanctuary San Mariano Isabela Philippines,
St. Ferdinand Cathedral,Historical Site/Family,"Ilagan, Isabela",17.14919381,121.8891626,"The seat of the Diocese of Ilagan, featuring a grand interior and serving as a major religious hub in the province.",Ilagan,Isabela,historical site|family,St. Ferdinand Cathedral Ilagan Isabela Philippines,
Bangan Hill National Park,Nature Park/Family/Relaxation,"Bayombong, Nueva Vizcaya",16.47935915,121.1350961,"A historic hill in Bayombong that serves as a park, offering trails and a view of the town and mountains.",Bayombong,Nueva Vizcaya,nature park|family|relaxation,Bangan Hill National Park Bayombong Nueva Vizcaya Philippines,
Salinas Salt Springs,Nature Park/Family/Relaxation,"Bambang, Nueva Vizcaya",16.37843793,121.0165357,"A natural landmark where saline water once flowed, creating unique white mineral formations on the hillside.",Bambang,Nueva Vizcaya,nature park|family|relaxation,Salinas Salt Springs Bambang Nueva Vizcaya Philippines,
Mount Palali,Nature Park/Viewpoint/Romantic/Family/Relaxation,"Bayombong, Nueva Vizcaya",16.42323761,121.2208969,A mountain peak popular with hikers for its diverse flora and views of the Magat River valley.,Bayombong,Nueva Vizcaya,nature park|viewpoint|romantic|family|relaxation,Mount Palali Bayombong Nueva Vizcaya Philippines,
Villa Verde Trail,Nature Park/Family/Relaxation,"Santa Fe, Nueva Vizcaya",16.14081751,120.8323371,"A historic trail used during the war, now a popular route for hikers and off-road enthusiasts.",Santa Fe,Nueva Vizcaya,nature park|family|relaxation,Villa Verde Trail Santa Fe Nueva Vizcaya Philippines,
Malico Viewpoint,Viewpoint/Romantic/Relaxation,"Santa Fe, Nueva Vizcaya",16.17261381,120.8588683,A viewpoint that gives travelers the chance to behold San Nicolas' picturesque landscape.,Santa Fe,Nueva Vizcaya,viewpoint|romantic|relaxation,Malico Viewpoint Santa Fe Nueva Vizcaya Philippines,
Banila Water Falls,Waterfall/Family/Relaxation,"Dupax Del Sur, Nueva Vizcaya",16.18068434,121.1373678,A stunning waterfall hidden in Dupax Del Sur.,Dupax Del Sur,Nueva Vizcaya,waterfall|family|relaxation,Banila Water Falls Dupax Del Sur Nueva Vizcaya Philippines,
Mapalyao Falls,Waterfall/Romantic/Family/Relaxation,"Quezon, Nueva Vizcaya",16.46525502,121.2515987,"A scenic waterfall located in the town of Quezon, offering a peaceful and lush environment for visitors.",Quezon,Nueva Vizcaya,waterfall|romantic|family|relaxation,Mapalyao Falls Quezon Nueva Vizcaya Philippines,
Quirino Province Museum,Museum/Family,"Cabarroguis, Quirino",16.52519698,121.5185639,"A modern museum showcasing the indigenous culture, history, and natural wonders of the province of Quirino.",Cabarroguis,Quirino,museum|family,Quirino Province Museum Cabarroguis Quirino Philippines,
Landingan Viewpoint,Viewpoint/Romantic/Relaxation,"Nagtipunan, Quirino",16.18417036,121.5787053,"A colorful place in Nagtipunan. Situated on top of the hill, this area became prominent because of its vibrant and stunningly beautiful flowers.",Nagtipunan,Quirino,viewpoint|romantic|relaxation,Landingan Viewpoint Nagtipunan Quirino Philippines,
Gawagan Rock Formation,Tourist Attraction/Nature Park/Romantic/Family/Relaxation,"Nagtipunan, Quirino",16.165793,121.5396771,"A serene oasis in Quirino Province, where lush landscapes and diverse wildlife awaits discovery.",Nagtipunan,Quirino,tourist attraction|nature park|romantic|family|relaxation,Gawagan Rock Formation Nagtipunan Quirino Philippines,
Mactol Falls,Waterfall/Family/Relaxation,"Nagtipunan, Quirino",16.100445,121.5019945,"One of the most remote and majestic waterfalls in Quirino, located deep within the Sierra Madre range.",Nagtipunan,Quirino,waterfall|family|relaxation,Mactol Falls Nagtipunan Quirino Philippines,
Camalaniugan Hanging Bridge,Landmark,"Camalaniugan, Cagayan",18.29760644,121.6573278,"A long suspension bridge over the Cagayan River, providing a thrilling crossing and views of the river.",Camalaniugan,Cagayan,landmark,Camalaniugan Hanging Bridge Camalaniugan Cagayan Philippines,
Taggat Lagoon,Nature Park/Romantic/Family/Relaxation,"Claveria, Cagayan",18.61219492,121.0464035,"A serene coastal lagoon in Claveria surrounded by rocky cliffs and clear, calm waters.",Claveria,Cagayan,nature park|romantic|family|relaxation,Taggat Lagoon Claveria Cagayan Philippines,
Gamu Church,Historical Site/Family/Relaxation,"Gamu, Isabela",17.04959307,121.83282,"A historic brick church in Isabela dedicated to Saint Rose of Lima, featuring classical Spanish architecture.",Gamu,Isabela,historical site|family|relaxation,Gamu Church Gamu Isabela Philippines,
Banti Falls,Waterfall/Family/Relaxation,"Bambang, Nueva Vizcaya",16.43048711,121.0580822,"A small but charming waterfall located near the town of Bayombong, popular among local hikers.",Bambang,Nueva Vizcaya,waterfall|family|relaxation,Banti Falls Bambang Nueva Vizcaya Philippines,
Maddela Ecotourism Park,Nature Park/Family/Relaxation,"Maddela, Quirino",16.33849059,121.7046561,"A park dedicated to the natural beauty of Maddela, featuring trails near the river and forest areas.",Maddela,Quirino,nature park|family|relaxation,Maddela Ecotourism Park Maddela Quirino Philippines,
Maddela Falls,Waterfall/Romantic/Family/Relaxation,"Maddela, Quirino",16.33073687,121.6341984,A captivating tourist attraction renowned for its stunning cascades and serene natural beauty.,Maddela,Quirino,waterfall|romantic|family|relaxation,Maddela Falls Maddela Quirino Philippines,
Pinahiw View Point,Tourist Attraction/Viewpoint/Romantic/Family/Relaxation,"Aglipay, Quirino",16.38231033,121.5878713,A viewpoint in Quirino where you can see a sea of clouds or the sparkling Cagayan River depending on the time and weather.,Aglipay,Quirino,tourist attraction|viewpoint|romantic|family|relaxation,Pinahiw View Point Aglipay Quirino Philippines,
Mt. Tapulao,Adventure/Viewpoint/Romantic/Family/Relaxation,"Palauig, Zambales",15.48248608,120.1206814,"The highest peak in the Zambales Mountains, famous for its ""Pine Tree"" trails and cold temperatures, offering a grueling but rewarding climb.",Palauig,Zambales,adventure|viewpoint|romantic|family|relaxation,Mt. Tapulao Palauig Zambales Philippines,
